ISOAlpha3,Country,Indicator,Age,Sex,Year,Domain,Indicator Code,Lower value,Upper value,Value
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,7.7,10.48,9.03
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,7.15,9.99,8.56
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,8.02,10.97,9.49
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,6.19,8.89,7.52
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2011,Level of consumption,SA_0000001688,6.01,8.42,7.18
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,7.77,10.53,9.14
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,6.99,9.86,8.42
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,7.82,10.68,9.22
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,6.02,8.58,7.28
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2012,Level of consumption,SA_0000001688,6.22,8.79,7.4
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,7.98,10.69,9.29
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,6.95,9.87,8.32
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,7.98,10.94,9.45
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,5.68,8.32,7
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2013,Level of consumption,SA_0000001688,6.26,8.86,7.51
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,8.17,10.97,9.54
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,6.67,9.48,8.1
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,7.79,10.49,9.13
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,5.52,8.11,6.78
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2014,Level of consumption,SA_0000001688,6.16,8.56,7.36
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,8.16,10.95,9.63
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,6.57,9.28,7.9
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,7.94,10.7,9.24
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,5.4,7.94,6.68
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2015,Level of consumption,SA_0000001688,5.83,8.26,7.04
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,8.45,11.28,9.8
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,6.36,9.03,7.63
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,7.77,10.49,9.1
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,5.5,7.94,6.74
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2016,Level of consumption,SA_0000001688,5.7,8.07,6.9
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,8.14,11.05,9.6
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,6.18,8.82,7.44
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,7.75,10.34,9
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,5.71,8.18,6.91
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2017,Level of consumption,SA_0000001688,5.86,8.18,6.97
ARG,Argentina,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,8.04,10.97,9.45
BRA,Brazil,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,6.03,8.63,7.32
CHL,Chile,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,7.69,10.3,8.95
PRY,Paraguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,5.78,8.37,7.01
URY,Uruguay,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Both sexes,2018,Level of consumption,SA_0000001688,5.76,8.13,6.92
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,1.19,2.04,1.59
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,2.13,3.12,2.57
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,1.74,2.53,2.08
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,2.46,3.86,3.09
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2000,Level of consumption,SA_0000001688,3.22,4.63,3.92
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,1.19,2.04,1.59
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,2.13,3.12,2.57
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,1.74,2.53,2.08
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,2.46,3.86,3.09
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2001,Level of consumption,SA_0000001688,3.22,4.63,3.92
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,1.18,2.09,1.6
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,1.98,3.04,2.45
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,1.72,2.45,2.03
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,2.43,3.83,3.05
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2002,Level of consumption,SA_0000001688,2.97,4.3,3.65
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,1.27,2.17,1.7
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,1.93,2.91,2.37
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,1.62,2.33,1.95
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,2.55,3.89,3.16
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2003,Level of consumption,SA_0000001688,2.88,4.2,3.54
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,1.38,2.34,1.83
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,1.88,2.83,2.32
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,1.57,2.3,1.9
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,2.7,4.09,3.34
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2004,Level of consumption,SA_0000001688,3.01,4.51,3.73
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,1.52,2.56,2.02
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,1.9,2.87,2.34
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,1.56,2.27,1.88
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,2.62,4.1,3.33
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2005,Level of consumption,SA_0000001688,3.33,4.87,4.06
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,1.67,2.76,2.2
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,1.93,2.92,2.37
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,1.57,2.28,1.88
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,2.68,4.07,3.34
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2006,Level of consumption,SA_0000001688,3.51,5.23,4.31
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,1.81,2.96,2.36
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,1.92,2.9,2.35
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,1.61,2.3,1.92
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,2.78,4.19,3.44
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2007,Level of consumption,SA_0000001688,3.61,5.22,4.4
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,1.92,3.1,2.48
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,1.88,2.79,2.28
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,1.65,2.39,1.97
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,2.9,4.38,3.6
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2008,Level of consumption,SA_0000001688,3.53,5.15,4.29
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,1.88,3.08,2.49
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,1.77,2.63,2.17
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,1.68,2.47,2.03
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,3.04,4.59,3.77
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2009,Level of consumption,SA_0000001688,3.31,4.81,4.02
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,1.86,2.99,2.43
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,1.76,2.61,2.13
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,1.7,2.52,2.06
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,3.08,4.63,3.77
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2010,Level of consumption,SA_0000001688,3.07,4.48,3.75
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,1.8,2.84,2.3
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,1.77,2.62,2.15
ECU,Ecuador,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,1.69,2.53,2.07
PER,Peru,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,3,4.53,3.71
VEN,"Venezuela, Bolivarian Republic of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2011,Level of consumption,SA_0000001688,2.97,4.31,3.6
BOL,"Bolivia, Plurinational State of","Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2012,Level of consumption,SA_0000001688,1.68,2.72,2.2
COL,Colombia,"Alcohol, total per capita (15+) consumption in litres of pure alcohol",15+ years,Female,2012,Level of consumption,SA_0000001688,1.81,2.69,2.21
